,customer_id,is_subscriber,is_impatient,queue_name,day,arrival_time,num_items_ordered,item1,item2,item3,item4,item5,item6,item7,departure_time,action,wait_time
26,481,True,True,premium_queue,1,30.62635705976525,1,10,0,0,0,0,0,0,30.87635705976525,served,0.25
27,4919,False,False,regular_queue,1,22.239969308213645,3,7,7,6,0,0,0,0,30.98682932286318,served,8.746860014649535
28,1648,True,True,premium_queue,1,32.73016997911005,2,1,7,0,0,0,0,0,33.73016997911005,served,1.0
29,3757,False,False,regular_queue,1,28.843982617914854,3,3,1,9,0,0,0,0,34.98682932286318,served,6.142846704948326
30,502,False,False,regular_queue,1,28.844554677637763,1,3,0,0,0,0,0,0,36.48682932286318,served,7.642274645225417
31,2434,True,False,premium_queue,1,33.395683438950414,4,5,6,2,8,0,0,0,36.98016997911005,served,3.584486540159638
32,1863,True,False,premium_queue,1,35.23319221723313,1,6,0,0,0,0,0,0,37.73016997911005,served,2.49697776187692
33,2366,True,False,premium_queue,1,35.30683131502765,2,8,1,0,0,0,0,0,39.23016997911005,served,3.923338664082401
34,1911,False,False,regular_queue,1,33.53309832200017,4,6,7,2,3,0,0,0,40.23682932286318,served,6.703731000863009
35,1423,True,False,premium_queue,1,39.61710928085193,3,5,7,7,0,0,0,0,40.61710928085193,served,1.0
36,3283,False,False,regular_queue,1,33.771099459444095,3,5,5,1,0,0,0,0,41.23682932286318,served,7.465729863419085
37,3807,False,False,regular_queue,1,34.82057323787789,2,6,2,0,0,0,0,0,42.98682932286318,served,8.166256084985292
38,734,False,False,regular_queue,1,37.66514069430864,2,2,1,0,0,0,0,0,44.48682932286318,served,6.82168862855454
39,2517,True,False,premium_queue,1,42.24976122717455,3,2,2,9,0,0,0,0,45.24976122717455,served,3.0
40,4203,True,True,premium_queue,1,44.773533933195566,1,8,0,0,0,0,0,0,46.24976122717455,served,1.4762272939789867
41,3650,False,False,regular_queue,1,38.77071046511062,5,5,7,7,2,1,0,0,46.98682932286318,served,8.216118857752562
42,3721,False,False,regular_queue,1,40.16802560933867,1,4,0,0,0,0,0,0,48.98682932286318,served,8.81880371352451
43,4124,False,False,regular_queue,1,40.27162974738881,2,2,2,0,0,0,0,0,49.27162974738881,served,9.0
44,3920,False,False,regular_queue,1,42.79773788307492,1,6,0,0,0,0,0,0,50.02162974738881,served,7.2238918643138845
45,68,False,False,regular_queue,1,52.013227520420685,3,8,2,5,0,0,0,0,54.513227520420685,served,2.5
46,2702,False,False,regular_queue,1,54.621889273826035,3,1,4,10,0,0,0,0,57.371889273826035,served,2.75
47,3773,True,False,premium_queue,1,55.13445022331489,3,5,4,10,0,0,0,0,57.88445022331489,served,2.75
48,509,False,False,regular_queue,1,56.66725400891653,3,7,1,3,0,0,0,0,59.871889273826035,served,3.2046352649095056
49,723,True,False,premium_queue,1,57.47866306742217,5,6,7,1,6,5,0,0,60.13445022331489,served,2.6557871558927246
50,953,False,False,regular_queue,1,58.344213848663806,2,10,1,0,0,0,0,0,60.621889273826035,served,2.2776754251622293
51,4967,False,False,regular_queue,1,58.51551562046407,3,7,2,1,0,0,0,0,62.621889273826035,served,4.106373653361963
52,2003,False,False,regular_queue,1,59.41947051868949,2,6,6,0,0,0,0,0,63.371889273826035,served,3.9524187551365486
53,2091,False,False,regular_queue,1,59.702119077603875,3,5,9,2,0,0,0,0,66.87188927382604,served,7.169770196222167
54,2473,False,False,regular_queue,1,60.57840164032276,1,4,0,0,0,0,0,0,68.87188927382604,served,8.293487633503283
55,2288,False,False,regular_queue,1,61.207781741556495,4,10,1,2,2,0,0,0,70.95778174155649,served,9.749999999999993
56,2353,False,False,regular_queue,1,60.85111096932511,3,3,7,1,0,0,0,0,71.3511109693251,served,10.499999999999993
57,4797,True,False,premium_queue,1,71.60187456020356,2,1,8,0,0,0,0,0,73.10187456020356,served,1.5
58,2421,False,False,regular_queue,1,67.68015126915148,2,8,4,0,0,0,0,0,74.3511109693251,served,6.670959700173626
59,1531,False,True,regular_queue,1,75.10954329338809,3,2,1,7,0,0,0,0,,balked,
60,510,False,False,regular_queue,1,69.80764230832813,2,7,6,0,0,0,0,0,75.6011109693251,served,5.793468660996979
61,1374,False,False,regular_queue,1,72.66312262054754,1,10,0,0,0,0,0,0,75.8511109693251,served,3.1879883487775658
62,33,True,False,premium_queue,1,74.80304000568039,3,5,8,8,0,0,0,0,76.30304000568039,served,1.5
63,3768,False,True,regular_queue,1,73.7519490917933,2,1,6,0,0,0,0,0,77.1011109693251,served,3.349161877531799
64,1919,True,False,premium_queue,1,76.04243072174638,2,6,1,0,0,0,0,0,77.55304000568039,served,1.5106092839340022
65,1857,False,False,regular_queue,1,73.8746012164691,2,7,2,0,0,0,0,0,78.6011109693251,served,4.726509752856003
66,4476,False,True,regular_queue,1,75.96420551300733,2,8,8,0,0,0,0,0,79.96420551300733,served,4.0
67,910,True,False,premium_queue,1,80.18147577410724,2,7,8,0,0,0,0,0,81.68147577410724,served,1.5
68,4036,False,True,regular_queue,1,77.84178910907599,1,8,0,0,0,0,0,0,81.84178910907599,served,4.0
69,1208,False,False,regular_queue,1,75.66045467679601,3,7,6,4,0,0,0,0,81.8511109693251,served,6.190656292529098
70,878,False,False,regular_queue,1,78.21033184019778,2,8,2,0,0,0,0,0,83.8511109693251,served,5.640779129127324
71,1423,True,True,premium_queue,1,85.7907230270199,1,8,0,0,0,0,0,0,86.7907230270199,served,1.0
72,4061,False,False,regular_queue,1,80.28994514131989,4,1,9,8,10,0,0,0,87.6011109693251,served,7.311165828005215
73,3122,False,False,regular_queue,1,81.25927150074895,1,1,0,0,0,0,0,0,88.1011109693251,served,6.841839468576154
74,579,False,False,regular_queue,1,83.39140693541427,1,9,0,0,0,0,0,0,90.1011109693251,served,6.709704033910839
75,52,False,False,regular_queue,1,83.7951517260371,3,7,2,7,0,0,0,0,91.6011109693251,served,7.805959243288001
76,223,True,True,premium_queue,1,89.5437645711717,2,3,8,0,0,0,0,0,92.0437645711717,served,2.5
77,1711,False,False,regular_queue,1,94.17453184093051,1,7,0,0,0,0,0,0,,balked,
78,648,False,False,regular_queue,1,87.84775188316773,4,5,3,7,2,0,0,0,95.1011109693251,served,7.253359086157374
79,2727,True,False,premium_queue,1,95.89836887102625,1,7,0,0,0,0,0,0,96.39836887102625,served,0.5
80,1889,False,False,regular_queue,1,97.78234415728289,4,4,4,3,1,0,0,0,,balked,
81,643,False,True,regular_queue,1,92.88642307719691,2,7,3,0,0,0,0,0,97.88642307719691,served,5.0
82,52,False,False,regular_queue,1,89.75835702298134,3,6,4,10,0,0,0,0,98.1011109693251,served,8.342753946343763
83,2391,False,False,regular_queue,1,90.08564653993166,5,1,10,2,10,2,0,0,99.83564653993166,served,9.75
84,528,False,False,regular_queue,1,102.43777781732707,4,1,5,6,3,0,0,0,,balked,
85,3605,False,False,regular_queue,1,93.45658081422008,3,4,6,2,0,0,0,0,103.58564653993166,served,10.129065725711584
86,2119,True,False,premium_queue,1,100.97186199336643,3,6,1,3,0,0,0,0,103.72186199336643,served,2.75
87,2701,False,False,regular_queue,1,94.17283913088625,1,9,0,0,0,0,0,0,104.17283913088625,served,10.0
88,408,True,False,premium_queue,1,102.62373565281388,5,7,2,2,1,2,0,0,105.72186199336643,served,3.098126340552554
89,868,False,False,regular_queue,1,95.44546386866828,3,1,7,3,0,0,0,0,105.94546386866828,served,10.5
90,3753,False,False,regular_queue,1,98.15237165426153,2,7,8,0,0,0,0,0,107.44546386866828,served,9.293092214406755
91,851,True,False,premium_queue,1,105.90996576809675,3,2,7,5,0,0,0,0,107.90996576809675,served,2.0
92,748,False,False,regular_queue,1,101.32989482247918,2,6,5,0,0,0,0,0,108.69546386866828,served,7.365569046189108
93,395,False,False,regular_queue,1,102.197359155592,2,5,8,0,0,0,0,0,110.19546386866828,served,7.9981047130762875
94,2955,False,False,regular_queue,1,104.0145929585126,1,1,0,0,0,0,0,0,110.69546386866828,served,6.68087091015569
95,1969,False,False,regular_queue,1,106.90358413628667,4,1,7,7,1,0,0,0,111.69546386866828,served,4.7918797323816165
96,4339,False,False,regular_queue,1,107.97086640906907,3,10,5,1,0,0,0,0,112.94546386866828,served,4.9745974595992095
97,1190,False,False,regular_queue,1,108.16431364539623,5,5,7,7,10,6,0,0,114.94546386866828,served,6.78115022327205
98,100,False,False,regular_queue,1,110.0504036669413,2,6,7,0,0,0,0,0,116.19546386866828,served,6.145060201726977
99,2573,False,False,regular_queue,1,112.27072629445982,1,6,0,0,0,0,0,0,116.94546386866828,served,4.674737574208464
100,112,False,False,regular_queue,1,114.04603681086144,3,5,2,2,0,0,0,0,118.44546386866828,served,4.399427057806847
101,2430,False,False,regular_queue,1,115.4072696212505,2,5,6,0,0,0,0,0,119.69546386866828,served,4.288194247417778
102,2833,False,False,regular_queue,1,116.8589078807384,1,3,0,0,0,0,0,0,121.19546386866828,served,4.336555987929884
103,58,False,False,regular_queue,1,116.93955773937759,2,6,1,0,0,0,0,0,122.44546386866828,served,5.505906129290693
104,2183,True,False,premium_queue,1,119.04626716990923,4,8,7,4,1,0,0,0,123.04626716990923,served,4.0
105,3017,True,False,premium_queue,1,120.23542685391097,2,8,10,0,0,0,0,0,124.29626716990923,served,4.060840315998263
106,4573,False,True,regular_queue,1,124.45141452121577,3,2,3,7,0,0,0,0,,balked,
107,3634,False,False,regular_queue,1,117.32479320610655,3,7,1,4,0,0,0,0,125.44546386866828,served,8.120670662561736
108,269,False,False,regular_queue,1,126.4078278807002,3,4,6,7,0,0,0,0,,balked,
109,2139,True,False,premium_queue,1,123.01212531951454,2,4,1,0,0,0,0,0,126.79626716990923,served,3.7841418503946898
110,3782,False,False,regular_queue,1,118.50879938449022,3,2,4,8,0,0,0,0,129.4454638686683,served,10.936664484178081
111,1388,False,False,regular_queue,1,121.63571923196369,2,6,6,0,0,0,0,0,130.1954638686683,served,8.559744636704608
112,4841,True,False,premium_queue,1,123.25984545950887,4,4,2,5,1,0,0,0,130.79626716990924,served,7.536421710400376
113,1845,False,False,regular_queue,1,124.39660172251007,1,4,0,0,0,0,0,0,132.1954638686683,served,7.798862146158228
114,445,False,False,regular_queue,1,124.92800598537379,1,8,0,0,0,0,0,0,133.92800598537377,served,8.999999999999986
115,752,False,False,regular_queue,1,124.42393844087195,3,6,1,5,0,0,0,0,133.9454638686683,served,9.521525427796348
116,4434,False,False,regular_queue,1,126.32237213008348,1,1,0,0,0,0,0,0,134.4454638686683,served,8.123091738584819
117,4431,False,False,regular_queue,1,135.6996875664296,3,10,2,1,0,0,0,0,137.4496875664296,served,1.75
118,2379,True,False,premium_queue,1,137.23798751003991,1,2,0,0,0,0,0,0,138.23798751003991,served,1.0
119,4214,False,False,regular_queue,1,137.10305974308216,3,7,6,2,0,0,0,0,139.6996875664296,served,2.5966278233474327
120,1841,False,False,regular_queue,1,138.69426708495374,2,1,8,0,0,0,0,0,141.1996875664296,served,2.505420481475852
121,3933,True,False,premium_queue,1,140.186698146439,2,4,7,0,0,0,0,0,142.686698146439,served,2.5
122,2713,False,False,regular_queue,1,140.07229828801434,2,1,3,0,0,0,0,0,143.1996875664296,served,3.127389278415251
123,3957,False,True,regular_queue,1,143.36090749323472,2,6,1,0,0,0,0,0,144.61090749323472,served,1.25
124,2666,False,False,regular_queue,1,144.53407442835336,3,6,1,10,0,0,0,0,146.11090749323472,served,1.576833064881356
125,938,False,False,regular_queue,1,146.85964149714684,3,8,8,1,0,0,0,0,148.35964149714684,served,1.5
126,4863,True,False,premium_queue,1,146.43315125386223,2,4,4,0,0,0,0,0,148.43315125386223,served,2.0
127,4559,True,False,premium_queue,1,148.28648634166365,3,2,7,6,0,0,0,0,150.68315125386223,served,2.396664912198588
128,1437,False,False,regular_queue,1,147.27702409962106,3,8,7,4,0,0,0,0,151.85964149714684,served,4.58261739752578
129,3193,False,False,regular_queue,1,151.65252117294753,2,7,2,0,0,0,0,0,153.35964149714684,served,1.707120324199309
130,4274,False,False,regular_queue,1,152.22446803985363,4,1,8,2,5,0,0,0,156.35964149714684,served,4.135173457293206
131,3930,True,True,premium_queue,1,156.08600223597588,1,5,0,0,0,0,0,0,156.58600223597588,served,0.5
132,1225,False,False,regular_queue,1,154.00073426497468,3,1,8,2,0,0,0,0,158.85964149714684,served,4.858907232172157
133,1753,True,False,premium_queue,1,157.3592346048632,3,6,5,7,0,0,0,0,159.1092346048632,served,1.75
134,4616,True,False,premium_queue,1,159.53988132196633,3,1,2,1,0,0,0,0,161.03988132196633,served,1.5
135,3586,False,False,regular_queue,1,154.47714123854567,3,3,8,7,0,0,0,0,161.85964149714684,served,7.382500258601169
136,2441,False,False,regular_queue,1,156.07579924762445,1,10,0,0,0,0,0,0,162.10964149714684,served,6.033842249522394
137,2242,True,False,premium_queue,1,162.03369701523525,2,6,2,0,0,0,0,0,163.78369701523525,served,1.75
138,4243,False,True,regular_queue,1,158.53238513183268,3,7,3,6,0,0,0,0,164.28238513183268,served,5.75
139,1035,True,False,premium_queue,1,162.04794642482761,2,7,1,0,0,0,0,0,164.78369701523525,served,2.7357505904076334
140,1516,True,False,premium_queue,1,162.85394648953476,1,8,0,0,0,0,0,0,165.78369701523525,served,2.9297505257004843
141,1149,False,True,regular_queue,1,167.0710226515351,2,6,3,0,0,0,0,0,,balked,
142,4586,False,False,regular_queue,1,167.2325980080716,3,7,6,7,0,0,0,0,,balked,
143,3639,True,True,premium_queue,1,164.16275653872023,2,5,8,0,0,0,0,0,167.28369701523525,served,3.120940476515017
144,2721,False,False,regular_queue,1,167.35867333744747,2,5,5,0,0,0,0,0,,balked,
145,738,False,False,regular_queue,1,158.78289525568923,4,4,7,3,7,0,0,0,168.28238513183268,served,9.499489876143457
146,4175,False,False,regular_queue,1,159.82943671625821,1,2,0,0,0,0,0,0,168.82943671625821,served,9.0
147,1674,False,False,regular_queue,1,161.26571831759048,3,7,10,5,0,0,0,0,170.07943671625821,served,8.813718398667731
148,4330,True,False,premium_queue,1,168.09801637407958,4,3,6,6,7,0,0,0,170.84801637407958,served,2.75
149,4859,False,False,regular_queue,1,161.92775176410763,2,2,2,0,0,0,0,0,170.92775176410763,served,9.0
150,74,False,False,regular_queue,1,163.529015459189,2,5,2,0,0,0,0,0,172.42775176410763,served,8.898736304918629
151,3239,False,False,regular_queue,1,166.99405286648465,1,6,0,0,0,0,0,0,173.17775176410763,served,6.183698897622975
152,2828,True,False,premium_queue,1,173.01727530284995,2,2,7,0,0,0,0,0,174.51727530284995,served,1.5
153,928,False,False,regular_queue,1,172.70631750303806,3,2,7,2,0,0,0,0,174.67775176410763,served,1.971434261069561
154,4417,False,False,regular_queue,1,172.9392436303793,2,1,5,0,0,0,0,0,175.67775176410763,served,2.738508133728317
155,2869,False,False,regular_queue,1,173.36154083309262,1,7,0,0,0,0,0,0,176.17775176410763,served,2.816210931015007
156,4004,False,False,regular_queue,1,177.58679817471764,3,7,2,1,0,0,0,0,,balked,
157,794,False,False,regular_queue,1,173.9667345123477,3,6,7,9,0,0,0,0,179.42775176410763,served,5.461017251759927
158,4253,False,True,regular_queue,1,176.30358916767372,3,3,7,6,0,0,0,0,182.05358916767372,served,5.75
159,1636,False,False,regular_queue,1,175.51709265043613,3,6,9,8,0,0,0,0,183.17775176410763,served,7.6606591136715
160,4376,False,False,regular_queue,1,176.48501846971024,3,7,7,10,0,0,0,0,183.92775176410763,served,7.442733294397385
161,351,False,False,regular_queue,1,176.61781145865012,3,1,1,4,0,0,0,0,186.42775176410763,served,9.809940305457502
162,1457,False,False,regular_queue,1,177.2986254453641,4,1,10,8,6,0,0,0,187.7986254453641,served,10.5
163,3421,True,False,premium_queue,1,185.9799836932092,4,5,1,4,3,0,0,0,190.4799836932092,served,4.5
164,3119,True,False,premium_queue,1,188.93730235151475,1,8,0,0,0,0,0,0,191.4799836932092,served,2.542681341694447
165,4544,False,False,regular_queue,1,185.34416002449558,3,6,9,2,0,0,0,0,191.5486254453641,served,6.20446542086853
166,2526,False,False,regular_queue,1,186.98725198276338,2,3,7,0,0,0,0,0,193.5486254453641,served,6.561373462600727
167,2317,False,False,regular_queue,1,191.84124955230925,4,3,3,10,4,0,0,0,197.2986254453641,served,5.457375893054859
168,4787,False,False,regular_queue,1,192.44789965387795,1,7,0,0,0,0,0,0,197.7986254453641,served,5.3507257914861555
169,2571,False,False,regular_queue,1,196.88073252529787,1,2,0,0,0,0,0,0,198.7986254453641,served,1.9178929200662367
170,2026,True,False,premium_queue,1,199.89906428622035,1,2,0,0,0,0,0,0,200.89906428622035,served,1.0
171,1497,False,False,regular_queue,1,197.41388482946255,4,6,7,2,6,0,0,0,201.0486254453641,served,3.6347406159015634
172,2293,False,False,regular_queue,1,198.82628973959754,3,7,1,10,0,0,0,0,202.2986254453641,served,3.472335705766568
173,80,False,False,regular_queue,1,199.4027497648874,2,2,6,0,0,0,0,0,204.0486254453641,served,4.645875680476706
174,4844,True,False,premium_queue,1,200.61011480960147,3,2,6,4,0,0,0,0,204.64906428622035,served,4.038949476618882
175,1589,True,False,premium_queue,1,204.53444486724072,1,8,0,0,0,0,0,0,205.64906428622035,served,1.114619418979629
176,3539,False,False,regular_queue,1,199.6762626459019,2,10,9,0,0,0,0,0,206.2986254453641,served,6.622362799462223
177,4265,False,False,regular_queue,1,199.7741061532822,2,8,5,0,0,0,0,0,207.7986254453641,served,8.02451929208192
178,4475,False,False,regular_queue,1,205.56751682829074,2,3,3,0,0,0,0,0,209.2986254453641,served,3.7311086170733745
179,1997,True,False,premium_queue,1,205.24421116669086,3,7,4,9,0,0,0,0,210.14906428622035,served,4.904853119529491
180,461,False,False,regular_queue,1,207.28537255396654,2,5,1,0,0,0,0,0,210.2986254453641,served,3.0132528913975705
181,4352,True,False,premium_queue,1,214.52325030869184,2,6,2,0,0,0,0,0,216.27325030869184,served,1.75
182,2377,False,False,regular_queue,1,214.09994102348105,4,6,6,5,3,0,0,0,216.84994102348105,served,2.75
183,3802,False,False,regular_queue,1,215.71891911226808,2,7,7,0,0,0,0,0,217.34994102348105,served,1.6310219112129687
184,171,True,False,premium_queue,1,217.0356032351449,2,1,5,0,0,0,0,0,218.0356032351449,served,1.0
185,4296,False,False,regular_queue,1,215.7635476122396,3,7,8,10,0,0,0,0,219.09994102348105,served,3.3363934112414597
186,2858,True,False,premium_queue,1,220.4739435058598,2,1,1,0,0,0,0,0,220.9739435058598,served,0.5
187,565,False,False,regular_queue,1,216.25143623268676,4,5,6,8,8,0,0,0,221.34994102348105,served,5.098504790794294
188,1439,False,False,regular_queue,1,216.28915846492296,2,5,7,0,0,0,0,0,222.34994102348105,served,6.060782558558088
189,2495,False,False,regular_queue,1,218.09918046144378,3,7,6,8,0,0,0,0,224.59994102348105,served,6.5007605620372715
190,4427,True,False,premium_queue,1,226.07450886594336,2,1,7,0,0,0,0,0,227.07450886594336,served,1.0
191,3208,False,False,regular_queue,1,218.5125183296385,3,4,3,7,0,0,0,0,228.59994102348105,served,10.08742269384254
192,3375,False,True,regular_queue,1,225.0700756755185,2,8,5,0,0,0,0,0,229.5700756755185,served,4.5
193,4683,True,False,premium_queue,1,229.06799380795601,2,1,5,0,0,0,0,0,230.06799380795601,served,1.0
194,1482,False,False,regular_queue,1,222.53266533029932,3,10,7,4,0,0,0,0,231.34994102348105,served,8.817275693181728
195,1310,False,False,regular_queue,1,228.41193452428453,3,1,5,6,0,0,0,0,233.09994102348105,served,4.6880064991965185
196,849,False,False,regular_queue,1,228.88168392948845,3,1,8,6,0,0,0,0,235.34994102348105,served,6.468257093992605
197,3854,True,False,premium_queue,1,231.9746335679402,4,8,2,4,5,0,0,0,236.4746335679402,served,4.5
198,3221,False,False,regular_queue,1,231.50787756396133,3,1,7,8,0,0,0,0,237.34994102348105,served,5.842063459519721
199,3134,True,False,premium_queue,1,232.2624466148457,2,6,10,0,0,0,0,0,237.4746335679402,served,5.212186953094516
200,3976,False,False,regular_queue,1,239.93072420543533,4,3,5,6,7,0,0,0,,balked,
201,916,False,False,regular_queue,1,231.80268725519008,4,5,4,6,6,0,0,0,240.59994102348105,served,8.797253768290972
202,748,False,True,regular_queue,1,240.97014520647542,3,7,2,1,0,0,0,0,,balked,
203,2428,False,False,regular_queue,1,233.1108980892081,2,7,2,0,0,0,0,0,242.09994102348105,served,8.989042934272959
204,2573,False,False,regular_queue,1,236.92509066500673,4,7,1,6,5,0,0,0,244.34994102348105,served,7.424850358474316
205,4246,False,False,regular_queue,1,238.0828146037002,1,7,0,0,0,0,0,0,244.84994102348105,served,6.767126419780851
206,4145,False,False,regular_queue,1,238.41995887813113,3,6,6,7,0,0,0,0,246.09994102348105,served,7.679982145349925
207,4852,False,False,regular_queue,1,247.71919263546647,3,7,6,8,0,0,0,0,,balked,
208,1388,False,False,regular_queue,1,238.85431888567865,2,8,6,0,0,0,0,0,247.84994102348105,served,8.9956221378024
209,4700,False,False,regular_queue,1,241.31985936389668,2,5,9,0,0,0,0,0,250.34994102348105,served,9.030081659584368
210,4412,True,False,premium_queue,1,248.83646305515023,3,2,1,8,0,0,0,0,251.33646305515023,served,2.5
211,4885,False,False,regular_queue,1,244.87734505087727,4,8,5,7,7,0,0,0,252.34994102348105,served,7.472595972603784
212,1005,False,False,regular_queue,1,245.17436402291486,2,10,1,0,0,0,0,0,253.09994102348105,served,7.925577000566193
213,2071,False,False,regular_queue,1,245.29672343510757,3,7,10,10,0,0,0,0,253.84994102348105,served,8.553217588373485
214,235,False,False,regular_queue,1,247.26384105965394,3,7,1,6,0,0,0,0,255.59994102348105,served,8.33609996382711
215,2308,True,False,premium_queue,1,253.82042417267897,4,1,8,1,5,0,0,0,255.82042417267897,served,2.0
216,2403,False,False,regular_queue,1,248.95114028379635,2,2,1,0,0,0,0,0,257.09994102348105,served,8.148800739684702
217,200,True,False,premium_queue,1,255.85815288824338,1,4,0,0,0,0,0,0,257.85815288824335,served,1.9999999999999716
218,1778,False,False,regular_queue,1,259.5820419520077,4,6,6,1,7,0,0,0,,balked,
219,1915,False,False,regular_queue,1,260.66902829878575,4,6,1,7,2,0,0,0,,balked,
220,404,False,False,regular_queue,1,260.803616118156,1,3,0,0,0,0,0,0,,balked,
221,4513,True,False,premium_queue,1,258.66546671997185,3,10,4,4,0,0,0,0,260.91546671997185,served,2.25
222,1416,False,True,regular_queue,1,256.02600708666927,1,4,0,0,0,0,0,0,261.02600708666927,served,5.0
223,2546,False,False,regular_queue,1,251.41925953863176,4,3,4,1,10,0,0,0,261.34994102348105,served,9.930681484849288
224,103,False,True,regular_queue,1,262.84149681592214,2,1,8,0,0,0,0,0,,balked,
225,855,False,False,regular_queue,1,254.4989283255355,2,10,4,0,0,0,0,0,263.59994102348105,served,9.10101269794555
226,4946,False,False,regular_queue,1,256.7313355721564,1,1,0,0,0,0,0,0,265.2313355721564,served,8.5
227,2754,False,True,regular_queue,1,265.58649669179067,2,5,7,0,0,0,0,0,,balked,
228,442,False,False,regular_queue,1,256.69807214078173,2,4,5,0,0,0,0,0,266.09994102348105,served,9.401868882699318
229,2082,True,True,premium_queue,1,265.1494064152927,2,2,2,0,0,0,0,0,266.1494064152927,served,1.0
230,3609,False,False,regular_queue,1,259.45175133771255,1,8,0,0,0,0,0,0,267.09994102348105,served,7.6481896857685
231,465,False,False,regular_queue,1,265.2886594383492,1,1,0,0,0,0,0,0,267.59994102348105,served,2.3112815851318373
232,1266,True,False,premium_queue,1,266.9402001800219,4,5,1,5,10,0,0,0,268.1902001800219,served,1.25
233,3083,True,True,premium_queue,1,268.44535483374506,3,8,5,5,0,0,0,0,269.94535483374506,served,1.5
234,3280,False,False,regular_queue,1,265.31477772025414,2,3,2,0,0,0,0,0,270.09994102348105,served,4.785163303226909
235,4205,False,False,regular_queue,1,269.9742593711197,1,5,0,0,0,0,0,0,270.59994102348105,served,0.6256816523613793
236,4013,True,False,premium_queue,1,271.1956860919681,3,2,6,6,0,0,0,0,272.9456860919681,served,1.75
237,1261,False,False,regular_queue,1,270.0370132536666,4,5,9,1,1,0,0,0,273.59994102348105,served,3.5629277698144506
238,1985,False,False,regular_queue,1,271.2636247692989,4,5,5,6,1,0,0,0,275.34994102348105,served,4.086316254182179
239,399,False,False,regular_queue,1,276.4901343240636,1,6,0,0,0,0,0,0,277.2401343240636,served,0.75
240,3089,False,False,regular_queue,1,278.40604805894344,4,2,5,2,3,0,0,0,281.40604805894344,served,3.0
241,1083,True,False,premium_queue,1,282.7836100542839,1,6,0,0,0,0,0,0,283.5336100542839,served,0.75
242,431,False,False,regular_queue,1,279.6820179452296,4,1,4,7,4,0,0,0,284.40604805894344,served,4.724030113713866
243,4471,False,False,regular_queue,1,280.21985451938554,4,1,8,1,1,0,0,0,285.90604805894344,served,5.686193539557905
