,customer_id,is_subscriber,is_impatient,queue_name,day,arrival_time,num_items_ordered,item1,item2,item3,item4,item5,item6,item7,departure_time,action,profit,wait_time
151,932,True,True,premium_queue,1,326.4387140858528,4,7,8,9,6,0,0,0,332.0951002969636,served,18.950000000000003,5.656386211110828
152,524,True,False,premium_queue,1,328.2168971363602,2,7,7,0,0,0,0,0,332.5951002969636,served,5.6,4.378203160603391
153,846,True,True,premium_queue,1,328.47546181830506,1,3,0,0,0,0,0,0,332.97546181830506,served,4.0,4.5
154,210,True,False,premium_queue,1,329.5564008793368,1,8,0,0,0,0,0,0,333.97546181830506,served,4.9,4.419060938968244
155,411,True,False,premium_queue,1,333.1425938926874,1,1,0,0,0,0,0,0,334.47546181830506,served,5.6,1.332867925617677
156,966,True,False,premium_queue,1,333.9626202697,3,6,8,10,0,0,0,0,336.47546181830506,served,10.9,2.5128415486050812
157,377,True,False,premium_queue,1,335.4601038226489,4,1,2,6,7,0,0,0,339.22546181830506,served,19.0,3.7653579956561885
158,386,True,False,premium_queue,1,338.7014879304262,3,5,8,5,0,0,0,0,340.72546181830506,served,10.3,2.023973887878867
159,843,True,False,premium_queue,1,340.7723885679988,4,8,8,3,8,0,0,0,343.2723885679988,served,18.700000000000003,2.5
160,756,False,True,regular_queue,1,345.2036860614588,1,7,0,0,0,0,0,0,345.7036860614588,served,2.8,0.5
161,143,True,True,premium_queue,1,342.9379632609054,2,6,4,0,0,0,0,0,346.0223885679988,served,9.2,3.0844253070933974
162,145,True,False,premium_queue,1,343.02935756785763,2,10,3,0,0,0,0,0,347.7723885679988,served,6.4,4.743031000141173
163,679,True,False,premium_queue,1,346.24099892186825,1,6,0,0,0,0,0,0,348.5223885679988,served,3.6,2.281389646130549
164,855,True,True,premium_queue,1,346.37949505634697,1,10,0,0,0,0,0,0,348.7723885679988,served,2.4,2.3928935116518346
165,692,True,False,premium_queue,1,348.2526260159055,2,7,6,0,0,0,0,0,350.0223885679988,served,6.4,1.7697625520933116
166,644,True,False,premium_queue,1,348.7288067908289,4,8,3,9,7,0,0,0,355.0223885679988,served,19.35,6.293581777169891
167,82,False,False,regular_queue,1,353.5625545403777,4,5,10,7,8,0,0,0,355.8125545403777,served,12.8,2.25
168,650,True,False,premium_queue,1,349.6859448918903,2,2,6,0,0,0,0,0,356.7723885679988,served,10.6,7.086443676108502
169,583,True,False,premium_queue,1,355.6860933022752,2,4,10,0,0,0,0,0,359.0223885679988,served,8.0,3.3362952657236065
170,148,True,False,premium_queue,1,356.06154029101185,4,3,8,8,6,0,0,0,362.2723885679988,served,17.400000000000002,6.210848276986951
171,551,True,False,premium_queue,1,359.92490148763153,2,8,5,0,0,0,0,0,363.7723885679988,served,7.6000000000000005,3.847487080367273
172,569,True,False,premium_queue,1,361.78180035058017,2,8,7,0,0,0,0,0,365.2723885679988,served,7.7,3.490588217418633
173,737,True,False,premium_queue,1,362.398230058535,2,5,4,0,0,0,0,0,367.7723885679988,served,8.3,5.374158509463825
174,265,True,False,premium_queue,1,362.65056166873995,3,1,8,1,0,0,0,0,369.2723885679988,served,16.1,6.621826899258849
175,679,True,False,premium_queue,1,367.94141468689435,3,4,2,3,0,0,0,0,373.7723885679988,served,16.6,5.830973881104455
176,283,True,True,premium_queue,1,368.88710890665504,2,4,7,0,0,0,0,0,374.38710890665504,served,8.399999999999999,5.5
177,29,True,False,premium_queue,1,370.48726475927475,3,10,1,7,0,0,0,0,375.63710890665504,served,10.8,5.149844147380293
178,216,True,False,premium_queue,1,372.86121543340505,4,2,2,5,1,0,0,0,377.63710890665504,served,22.299999999999997,4.775893473249994
179,468,True,False,premium_queue,1,373.0608456094496,1,2,0,0,0,0,0,0,378.63710890665504,served,7.0,5.5762632972054575
180,32,True,False,premium_queue,1,375.4432503169086,3,10,3,6,0,0,0,0,381.13710890665504,served,10.0,5.693858589746469
181,499,True,True,premium_queue,1,379.3075255840214,3,6,8,10,0,0,0,0,383.13710890665504,served,10.9,3.8295833226336526
182,114,True,True,premium_queue,1,379.9915687685996,2,2,7,0,0,0,0,0,384.4915687685996,served,9.8,4.5
183,229,True,False,premium_queue,1,382.63336377030646,3,8,2,2,0,0,0,0,386.4915687685996,served,18.9,3.8582049982931608
184,713,True,True,premium_queue,1,382.7094296470666,4,3,2,7,4,0,0,0,390.7094296470666,served,19.4,8.0
185,355,True,False,premium_queue,1,395.11475498822807,2,2,10,0,0,0,0,0,396.36475498822807,served,9.4,1.25
186,493,True,False,premium_queue,1,400.2153910043573,1,2,0,0,0,0,0,0,401.2153910043573,served,7.0,1.0
187,105,True,False,premium_queue,1,400.8111632548802,3,7,2,8,0,0,0,0,403.7153910043573,served,14.700000000000001,2.9042277494770588
188,825,True,False,premium_queue,1,401.0826601454791,3,7,2,6,0,0,0,0,405.9653910043573,served,13.4,4.882730858878176
189,11,True,False,premium_queue,1,404.57483625856133,1,2,0,0,0,0,0,0,406.9653910043573,served,7.0,2.390554745795953
190,136,True,False,premium_queue,1,405.0579292033611,4,3,7,2,2,0,0,0,409.9653910043573,served,20.8,4.907461800996202
191,565,True,False,premium_queue,1,405.92456203915737,1,6,0,0,0,0,0,0,410.7153910043573,served,3.6,4.790828965199921
192,556,True,False,premium_queue,1,406.55109572197705,3,4,6,7,0,0,0,0,413.9653910043573,served,12.0,7.4142952823802375
193,248,True,False,premium_queue,1,410.9640632130872,2,7,7,0,0,0,0,0,414.4653910043573,served,5.6,3.501327791270114
194,380,True,True,premium_queue,1,413.51357081860203,3,7,5,7,0,0,0,0,417.51357081860203,served,8.3,4.0
195,770,True,True,premium_queue,1,412.94857419067506,3,4,3,7,0,0,0,0,418.4653910043573,served,12.399999999999999,5.516816813682226
196,683,True,False,premium_queue,1,416.85720481020974,3,1,7,1,0,0,0,0,419.4653910043573,served,13.999999999999998,2.6081861941475495
197,513,True,False,premium_queue,1,417.43823906632673,2,8,6,0,0,0,0,0,421.2153910043573,served,8.5,3.7771519380305563
198,861,True,False,premium_queue,1,419.8132425629502,3,7,4,5,0,0,0,0,424.2153910043573,served,11.099999999999998,4.402148441407064
199,370,True,False,premium_queue,1,424.46212795515675,4,1,2,2,7,0,0,0,426.46212795515675,served,22.400000000000002,2.0
200,524,True,False,premium_queue,1,425.69768146569567,2,8,3,0,0,0,0,0,428.96212795515675,served,8.9,3.264446489461079
201,662,True,True,premium_queue,1,426.1043848074056,2,6,5,0,0,0,0,0,430.21212795515675,served,6.300000000000001,4.107743147751137
202,212,False,False,regular_queue,1,428.4785373123119,3,3,1,3,0,0,0,0,430.4785373123119,served,13.6,2.0
203,719,True,False,premium_queue,1,427.18784772866246,2,5,7,0,0,0,0,0,431.21212795515675,served,5.5,4.024280226494284
204,745,True,False,premium_queue,1,427.4260949048906,4,8,9,4,7,0,0,0,436.71212795515675,served,20.95,9.286033050266155
205,810,True,False,premium_queue,1,428.5567290695185,3,7,4,1,0,0,0,0,439.5567290695185,served,13.999999999999998,11.0
206,932,True,False,premium_queue,1,431.03077390358095,3,10,2,7,0,0,0,0,440.78077390358095,served,12.2,9.75
207,20,True,False,premium_queue,1,432.3659858326465,4,8,7,3,5,0,0,0,443.8659858326465,served,14.399999999999999,11.5
208,506,True,False,premium_queue,1,434.27123840951435,3,7,6,8,0,0,0,0,444.52123840951435,served,11.3,10.25
209,964,True,False,premium_queue,1,436.44092157932,2,1,7,0,0,0,0,0,445.44092157932,served,8.399999999999999,9.0
210,367,True,False,premium_queue,1,437.2372218480389,4,2,10,1,7,0,0,0,447.4872218480389,served,17.8,10.25
211,53,True,False,premium_queue,1,448.1555910905959,3,7,1,5,0,0,0,0,,balked,11.099999999999998,
212,824,True,False,premium_queue,1,445.3154673829623,2,4,8,0,0,0,0,0,450.4872218480389,served,10.5,5.171754465076617
213,913,True,False,premium_queue,1,446.5492495429295,3,2,10,3,0,0,0,0,453.2372218480389,served,13.4,6.68797230510944
214,890,True,False,premium_queue,1,453.5552311777957,3,2,3,7,0,0,0,0,,balked,13.8,
215,474,True,False,premium_queue,1,446.77279420508154,3,2,6,2,0,0,0,0,454.9872218480389,served,17.6,8.21442764295739
216,682,True,True,premium_queue,1,455.1560982362242,2,1,7,0,0,0,0,0,,balked,8.399999999999999,
217,568,True,False,premium_queue,1,447.5793324119982,1,8,0,0,0,0,0,0,456.5793324119982,served,4.9,9.0
218,463,True,False,premium_queue,1,446.89028688236124,3,2,2,8,0,0,0,0,456.89028688236124,served,18.9,10.0
219,713,True,False,premium_queue,1,446.89833604765926,4,9,4,5,10,0,0,0,459.64833604765926,served,18.349999999999998,12.75
220,626,True,False,premium_queue,1,453.10175852726076,2,3,3,0,0,0,0,0,461.14833604765926,served,8.0,8.0465775203985
221,311,True,False,premium_queue,1,453.3605674714742,2,8,9,0,0,0,0,0,464.14833604765926,served,12.55,10.787768576185044
222,675,True,False,premium_queue,1,457.26394593116385,3,1,7,7,0,0,0,0,465.14833604765926,served,11.2,7.88439011649541
223,906,True,False,premium_queue,1,458.9500341378087,2,9,7,0,0,0,0,0,467.64833604765926,served,10.45,8.698301909850557
224,826,True,False,premium_queue,1,460.1053825521185,3,5,10,1,0,0,0,0,468.89833604765926,served,10.7,8.792953495540758
